,id,value
1021,SH.MED.PHYS.ZS,"Physicians (per 1,000 people)"
1022,SH.MED.SAOP.P5,"Specialist surgical workforce (per 100,000 population)"
1023,SH.MLR.INCD.P3,"Incidence of malaria (per 1,000 population at risk)"
1024,SH.MLR.NETS.ZS,Use of insecticide-treated bed nets (% of under-5 population)
1025,SH.MLR.TRET.ZS,Children with fever receiving antimalarial drugs (% of children under age 5 with fever)
1026,SH.MMR.DTHS,Number of maternal deaths
1027,SH.MMR.RISK,Lifetime risk of maternal death (1 in: rate varies by country)
1028,SH.MMR.RISK.ZS,Lifetime risk of maternal death (%)
1029,SH.PRG.ANEM,Prevalence of anemia among pregnant women (%)
1030,SH.PRV.SMOK,Prevalence of current tobacco use (% of adults)
1031,SH.PRV.SMOK.FE,"Prevalence of current tobacco use, females (% of female adults)"
1032,SH.PRV.SMOK.MA,"Prevalence of current tobacco use, males (% of male adults)"
1033,SH.SGR.CRSK.ZS,Risk of catastrophic expenditure for surgical care (% of people at risk)
1034,SH.SGR.IRSK.ZS,Risk of impoverishing expenditure for surgical care (% of people at risk)
1035,SH.SGR.PROC.P5,"Number of surgical procedures (per 100,000 population)"
1036,SH.STA.AIRP.FE.P5,"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)"
1037,SH.STA.AIRP.MA.P5,"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)"
1038,SH.STA.AIRP.P5,"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)"
1039,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%)
1040,SH.STA.ARIC.ZS,ARI treatment (% of children under 5 taken to a health provider)
1041,SH.STA.BASS.RU.ZS,"People using at least basic sanitation services, rural (% of rural population)"
1042,SH.STA.BASS.UR.ZS,"People using at least basic sanitation services, urban (% of urban population)"
1043,SH.STA.BASS.ZS,People using at least basic sanitation services (% of population)
1044,SH.STA.BFED.ZS,Exclusive breastfeeding (% of children under 6 months)
1045,SH.STA.BRTC.ZS,Births attended by skilled health staff (% of total)
1046,SH.STA.BRTW.ZS,Low-birthweight babies (% of births)
1047,SH.STA.DIAB.ZS,Diabetes prevalence (% of population ages 20 to 79)
1048,SH.STA.FGMS.ZS,Female genital mutilation prevalence (%)
1049,SH.STA.HYGN.RU.ZS,"People with basic handwashing facilities including soap and water, rural (% of rural population)"
1050,SH.STA.HYGN.UR.ZS,"People with basic handwashing facilities including soap and water, urban (% of urban population)"
1051,SH.STA.HYGN.ZS,People with basic handwashing facilities including soap and water (% of population)
1052,SH.STA.MALN.FE.ZS,"Prevalence of underweight, weight for age, female (% of children under 5)"
1053,SH.STA.MALN.MA.ZS,"Prevalence of underweight, weight for age, male (% of children under 5)"
1054,SH.STA.MALN.ZS,"Prevalence of underweight, weight for age (% of children under 5)"
1055,SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)"
1056,SH.STA.MMRT.NE,"Maternal mortality ratio (national estimate, per 100,000 live births)"
1057,SH.STA.ODFC.RU.ZS,"People practicing open defecation, rural (% of rural population)"
1058,SH.STA.ODFC.UR.ZS,"People practicing open defecation, urban (% of urban population)"
1059,SH.STA.ODFC.ZS,People practicing open defecation (% of population)
1060,SH.STA.ORCF.ZS,Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding)
1061,SH.STA.ORTH,Diarrhea treatment (% of children under 5 who received ORS packet)
1062,SH.STA.OWGH.FE.ZS,"Prevalence of overweight, weight for height, female (% of children under 5)"
1063,SH.STA.OWGH.MA.ZS,"Prevalence of overweight, weight for height, male (% of children under 5)"
1064,SH.STA.OWGH.ME.FE.ZS,"Prevalence of overweight, weight for height, female (modeled estimate, % of children under 5)"
1065,SH.STA.OWGH.ME.MA.ZS,"Prevalence of overweight, weight for height, male (modeled estimate, % of children under 5)"
1066,SH.STA.OWGH.ME.ZS,"Prevalence of overweight, weight for height (modeled estimate, % of children under 5)"
1067,SH.STA.OWGH.ZS,"Prevalence of overweight, weight for height (% of children under 5)"
1068,SH.STA.POIS.P5,"Mortality rate attributed to unintentional poisoning (per 100,000 population)"
1069,SH.STA.POIS.P5.FE,"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)"
1070,SH.STA.POIS.P5.MA,"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)"
1071,SH.STA.SMSS.RU.ZS,"People using safely managed sanitation services, rural (% of rural population)"
1072,SH.STA.SMSS.UR.ZS,"People using safely managed sanitation services, urban (% of urban population)"
1073,SH.STA.SMSS.ZS,People using safely managed sanitation services (% of population)
1074,SH.STA.STNT.FE.ZS,"Prevalence of stunting, height for age, female (% of children under 5)"
1075,SH.STA.STNT.MA.ZS,"Prevalence of stunting, height for age, male (% of children under 5)"
1076,SH.STA.STNT.ME.FE.ZS,"Prevalence of stunting, height for age, female (modeled estimate, % of children under 5)"
1077,SH.STA.STNT.ME.MA.ZS,"Prevalence of stunting, height for age, male (modeled estimate, % of children under 5)"
1078,SH.STA.STNT.ME.ZS,"Prevalence of stunting, height for age (modeled estimate, % of children under 5)"
1079,SH.STA.STNT.ZS,"Prevalence of stunting, height for age (% of children under 5)"
1080,SH.STA.SUIC.FE.P5,"Suicide mortality rate, female (per 100,000 female population)"
1081,SH.STA.SUIC.MA.P5,"Suicide mortality rate, male (per 100,000 male population)"
1082,SH.STA.SUIC.P5,"Suicide mortality rate (per 100,000 population)"
1083,SH.STA.TRAF.P5,"Mortality caused by road traffic injury (per 100,000 population)"
1084,SH.STA.WASH.P5,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)"
1085,SH.STA.WAST.FE.ZS,"Prevalence of wasting, weight for height, female (% of children under 5)"
1086,SH.STA.WAST.MA.ZS,"Prevalence of wasting, weight for height, male (% of children under 5)"
1087,SH.STA.WAST.ZS,"Prevalence of wasting, weight for height (% of children under 5)"
1088,SH.SVR.WAST.FE.ZS,"Prevalence of severe wasting, weight for height, female (% of children under 5)"
1089,SH.SVR.WAST.MA.ZS,"Prevalence of severe wasting, weight for height, male (% of children under 5)"
1090,SH.SVR.WAST.ZS,"Prevalence of severe wasting, weight for height (% of children under 5)"
1091,SH.TBS.CURE.ZS,Tuberculosis treatment success rate (% of new cases)
1092,SH.TBS.DTEC.ZS,"Tuberculosis case detection rate (%, all forms)"
1093,SH.TBS.INCD,"Incidence of tuberculosis (per 100,000 people)"
1094,SH.VAC.TTNS.ZS,Newborns protected against tetanus (%)
1095,SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP)
1096,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$)
1097,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)"
1098,SH.XPD.EHEX.CH.ZS,External health expenditure (% of current health expenditure)
1099,SH.XPD.EHEX.PC.CD,External health expenditure per capita (current US$)
1100,SH.XPD.EHEX.PP.CD,"External health expenditure per capita, PPP (current international $)"
1101,SH.XPD.GHED.CH.ZS,Domestic general government health expenditure (% of current health expenditure)
1102,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP)
1103,SH.XPD.GHED.GE.ZS,Domestic general government health expenditure (% of general government expenditure)
1104,SH.XPD.GHED.PC.CD,Domestic general government health expenditure per capita (current US$)
1105,SH.XPD.GHED.PP.CD,"Domestic general government health expenditure per capita, PPP (current international $)"
1106,SH.XPD.OOPC.CH.ZS,Out-of-pocket expenditure (% of current health expenditure)
1107,SH.XPD.OOPC.PC.CD,Out-of-pocket expenditure per capita (current US$)
1108,SH.XPD.OOPC.PP.CD,"Out-of-pocket expenditure per capita, PPP (current international $)"
1109,SH.XPD.PVTD.CH.ZS,Domestic private health expenditure (% of current health expenditure)
1110,SH.XPD.PVTD.PC.CD,Domestic private health expenditure per capita (current US$)
1111,SH.XPD.PVTD.PP.CD,"Domestic private health expenditure per capita, PPP (current international $)"
1112,SH_UHC_FH40,Proportion of population facing financial hardship due to out-of-pocket health expenditure (%)
1113,SH_UHC_FH40_FURTHER,"Proportion of population further impoverished due to out-of-pocket health expenditure, based on the societal poverty line (%)"
1114,SH_UHC_FH40_IMPOV,"Proportion of population facing impoverishing out-of-pocket health expenditure, based on the societal poverty line (%)"
1115,SH_UHC_FH40_LARGE,Proportion of population facing large (but non-impoverishing) out-of-pocket health expenditure (%)
1116,SH_UHC_FH40_PUSHED,Proportion of population pushed into poverty (based on the societal poverty line) due to out-of-pocket health expenditure (%)
1117,SH_UHC_SCI,UHC service coverage index
1118,SH_UHC_SCI_CAPACITY,UHC service coverage sub-index on service capacity and access
1119,SH_UHC_SCI_ID,UHC service coverage sub-index on infectious diseases
1120,SH_UHC_SCI_NCD,UHC service coverage sub-index on non-communicable diseases
1121,SH_UHC_SCI_RMNCH,"UHC service coverage sub-index on reproductive, maternal, newborn and child health"
1122,SI.DST.02ND.20,Income share held by second 20%
1123,SI.DST.03RD.20,Income share held by third 20%
1124,SI.DST.04TH.20,Income share held by fourth 20%
1125,SI.DST.05TH.20,Income share held by highest 20%
1126,SI.DST.10TH.10,Income share held by highest 10%
1127,SI.DST.50MD,Proportion of people living below 50 percent of median income (%)
1128,SI.DST.FRST.10,Income share held by lowest 10%
1129,SI.DST.FRST.20,Income share held by lowest 20%
1130,SI.POV.DDAY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population)
1131,SI.POV.GAPS,Poverty gap at $3.00 a day (2021 PPP) (%)
1132,SI.POV.GINI,Gini index
1133,SI.POV.LMIC,Poverty headcount ratio at $4.20 a day (2021 PPP) (% of population)
1134,SI.POV.LMIC.GP,Poverty gap at $4.20 a day (2021 PPP) (%)
1135,SI.POV.MPUN,Multidimensional poverty headcount ratio (UNDP) (% of population)
1136,SI.POV.MPWB,Multidimensional poverty headcount ratio (World Bank) (% of population)
1137,SI.POV.NAHC,Poverty headcount ratio at national poverty lines (% of population)
1138,SI.POV.SOPO,Poverty headcount ratio at societal poverty line (% of population)
1139,SI.POV.UMIC,Poverty headcount ratio at $8.30 a day (2021 PPP) (% of population)
1140,SI.POV.UMIC.GP,Poverty gap at $8.30 a day (2021 PPP) (%)
1141,SI.RMT.COST.IB.ZS,Average transaction cost of sending remittances to a specific country (%)
1142,SI.RMT.COST.OB.ZS,Average transaction cost of sending remittances from a specific country (%)
1143,SI.SPR.PC40,"Survey mean consumption or income per capita, bottom 40% of population (2021 PPP $ per day)"
1144,SI.SPR.PC40.ZG,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"
1145,SI.SPR.PCAP,"Survey mean consumption or income per capita, total population (2021 PPP $ per day)"
1146,SI.SPR.PCAP.ZG,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)"
1147,SI.SPR.PGAP,Prosperity gap (average shortfall from a prosperity standard of $28/day)
1148,SL.AGR.0714.FE.ZS,"Child employment in agriculture, female (% of female economically active children ages 7-14)"
1149,SL.AGR.0714.MA.ZS,"Child employment in agriculture, male (% of male economically active children ages 7-14)"
1150,SL.AGR.0714.ZS,Child employment in agriculture (% of economically active children ages 7-14)
1151,SL.AGR.EMPL.FE.ZS,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"
1152,SL.AGR.EMPL.MA.ZS,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)"
1153,SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment) (modeled ILO estimate)
1154,SL.EMP.1524.SP.FE.NE.ZS,"Employment to population ratio, ages 15-24, female (%) (national estimate)"
1155,SL.EMP.1524.SP.FE.ZS,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)"
1156,SL.EMP.1524.SP.MA.NE.ZS,"Employment to population ratio, ages 15-24, male (%) (national estimate)"
1157,SL.EMP.1524.SP.MA.ZS,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)"
1158,SL.EMP.1524.SP.NE.ZS,"Employment to population ratio, ages 15-24, total (%) (national estimate)"
1159,SL.EMP.1524.SP.ZS,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)"
1160,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)"
1161,SL.EMP.MPYR.MA.ZS,"Employers, male (% of male employment) (modeled ILO estimate)"
1162,SL.EMP.MPYR.ZS,"Employers, total (% of total employment) (modeled ILO estimate)"
1163,SL.EMP.SELF.FE.ZS,"Self-employed, female (% of female employment) (modeled ILO estimate)"
1164,SL.EMP.SELF.MA.ZS,"Self-employed, male (% of male employment) (modeled ILO estimate)"
1165,SL.EMP.SELF.ZS,"Self-employed, total (% of total employment) (modeled ILO estimate)"
1166,SL.EMP.SMGT.FE.ZS,Female share of employment in senior and middle management (%)
1167,SL.EMP.TOTL.SP.FE.NE.ZS,"Employment to population ratio, 15+, female (%) (national estimate)"
1168,SL.EMP.TOTL.SP.FE.ZS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)"
1169,SL.EMP.TOTL.SP.MA.NE.ZS,"Employment to population ratio, 15+, male (%) (national estimate)"
1170,SL.EMP.TOTL.SP.MA.ZS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)"
1171,SL.EMP.TOTL.SP.NE.ZS,"Employment to population ratio, 15+, total (%) (national estimate)"
1172,SL.EMP.TOTL.SP.ZS,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)"
1173,SL.EMP.VULN.FE.ZS,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)"
1174,SL.EMP.VULN.MA.ZS,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)"
1175,SL.EMP.VULN.ZS,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)"
1176,SL.EMP.WORK.FE.ZS,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)"
1177,SL.EMP.WORK.MA.ZS,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)"
1178,SL.EMP.WORK.ZS,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)"
1179,SL.FAM.0714.FE.ZS,"Children in employment, unpaid family workers, female (% of female children in employment, ages 7-14)"
1180,SL.FAM.0714.MA.ZS,"Children in employment, unpaid family workers, male (% of male children in employment, ages 7-14)"
1181,SL.FAM.0714.ZS,"Children in employment, unpaid family workers (% of children in employment, ages 7-14)"
1182,SL.FAM.WORK.FE.ZS,"Contributing family workers, female (% of female employment) (modeled ILO estimate)"
1183,SL.FAM.WORK.MA.ZS,"Contributing family workers, male (% of male employment) (modeled ILO estimate)"
1184,SL.FAM.WORK.ZS,"Contributing family workers, total (% of total employment) (modeled ILO estimate)"
1185,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $)
1186,SL.IND.EMPL.FE.ZS,"Employment in industry, female (% of female employment) (modeled ILO estimate)"
1187,SL.IND.EMPL.MA.ZS,"Employment in industry, male (% of male employment) (modeled ILO estimate)"
1188,SL.IND.EMPL.ZS,Employment in industry (% of total employment) (modeled ILO estimate)
1189,SL.MNF.0714.FE.ZS,"Child employment in manufacturing, female (% of female economically active children ages 7-14)"
1190,SL.MNF.0714.MA.ZS,"Child employment in manufacturing, male (% of male economically active children ages 7-14)"
1191,SL.MNF.0714.ZS,Child employment in manufacturing (% of economically active children ages 7-14)
1192,SL.SLF.0714.FE.ZS,"Children in employment, self-employed, female (% of female children in employment, ages 7-14)"
1193,SL.SLF.0714.MA.ZS,"Children in employment, self-employed, male (% of male children in employment, ages 7-14)"
1194,SL.SLF.0714.ZS,"Children in employment, self-employed (% of children in employment, ages 7-14)"
1195,SL.SRV.0714.FE.ZS,"Child employment in services, female (% of female economically active children ages 7-14)"
1196,SL.SRV.0714.MA.ZS,"Child employment in services, male (% of male economically active children ages 7-14)"
1197,SL.SRV.0714.ZS,Child employment in services (% of economically active children ages 7-14)
1198,SL.SRV.EMPL.FE.ZS,"Employment in services, female (% of female employment) (modeled ILO estimate)"
1199,SL.SRV.EMPL.MA.ZS,"Employment in services, male (% of male employment) (modeled ILO estimate)"
1200,SL.SRV.EMPL.ZS,Employment in services (% of total employment) (modeled ILO estimate)
1201,SL.TLF.0714.FE.ZS,"Children in employment, female (% of female children ages 7-14)"
1202,SL.TLF.0714.MA.ZS,"Children in employment, male (% of male children ages 7-14)"
1203,SL.TLF.0714.SW.FE.TM,"Average working hours of children, study and work, female, ages 7-14 (hours per week)"
1204,SL.TLF.0714.SW.FE.ZS,"Children in employment, study and work, female (% of female children in employment, ages 7-14)"
1205,SL.TLF.0714.SW.MA.TM,"Average working hours of children, study and work, male, ages 7-14 (hours per week)"
1206,SL.TLF.0714.SW.MA.ZS,"Children in employment, study and work, male (% of male children in employment, ages 7-14)"
1207,SL.TLF.0714.SW.TM,"Average working hours of children, study and work, ages 7-14 (hours per week)"
1208,SL.TLF.0714.SW.ZS,"Children in employment, study and work (% of children in employment, ages 7-14)"
1209,SL.TLF.0714.WK.FE.TM,"Average working hours of children, working only, female, ages 7-14 (hours per week)"
1210,SL.TLF.0714.WK.FE.ZS,"Children in employment, work only, female (% of female children in employment, ages 7-14)"
1211,SL.TLF.0714.WK.MA.TM,"Average working hours of children, working only, male, ages 7-14 (hours per week)"
1212,SL.TLF.0714.WK.MA.ZS,"Children in employment, work only, male (% of male children in employment, ages 7-14)"
1213,SL.TLF.0714.WK.TM,"Average working hours of children, working only, ages 7-14 (hours per week)"
1214,SL.TLF.0714.WK.ZS,"Children in employment, work only (% of children in employment, ages 7-14)"
1215,SL.TLF.0714.ZS,"Children in employment, total (% of children ages 7-14)"
1216,SL.TLF.ACTI.1524.FE.NE.ZS,"Labor force participation rate for ages 15-24, female (%) (national estimate)"
1217,SL.TLF.ACTI.1524.FE.ZS,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)"
1218,SL.TLF.ACTI.1524.MA.NE.ZS,"Labor force participation rate for ages 15-24, male (%) (national estimate)"
1219,SL.TLF.ACTI.1524.MA.ZS,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)"
1220,SL.TLF.ACTI.1524.NE.ZS,"Labor force participation rate for ages 15-24, total (%) (national estimate)"
1221,SL.TLF.ACTI.1524.ZS,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)"
1222,SL.TLF.ACTI.FE.ZS,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)"
1223,SL.TLF.ACTI.MA.ZS,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)"
1224,SL.TLF.ACTI.ZS,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)"
1225,SL.TLF.ADVN.FE.ZS,"Labor force with advanced education, female (% of female working-age population with advanced education)"
1226,SL.TLF.ADVN.MA.ZS,"Labor force with advanced education, male (% of male working-age population with advanced education)"
1227,SL.TLF.ADVN.ZS,Labor force with advanced education (% of total working-age population with advanced education)
1228,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)"
1229,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)"
1230,SL.TLF.BASC.ZS,Labor force with basic education (% of total working-age population with basic education)
1231,SL.TLF.CACT.FE.NE.ZS,"Labor force participation rate, female (% of female population ages 15+) (national estimate)"
1232,SL.TLF.CACT.FE.ZS,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)"
1233,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate)
1234,SL.TLF.CACT.FM.ZS,Ratio of female to male labor force participation rate (%) (modeled ILO estimate)
1235,SL.TLF.CACT.MA.NE.ZS,"Labor force participation rate, male (% of male population ages 15+) (national estimate)"
1236,SL.TLF.CACT.MA.ZS,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)"
1237,SL.TLF.CACT.NE.ZS,"Labor force participation rate, total (% of total population ages 15+) (national estimate)"
1238,SL.TLF.CACT.ZS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)"
1239,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)"
1240,SL.TLF.INTM.MA.ZS,"Labor force with intermediate education, male (% of male working-age population with intermediate education)"
1241,SL.TLF.INTM.ZS,Labor force with intermediate education (% of total working-age population with intermediate education)
1242,SL.TLF.PART.FE.ZS,"Part time employment, female (% of total female employment)"
1243,SL.TLF.PART.MA.ZS,"Part time employment, male (% of total male employment)"
1244,SL.TLF.PART.ZS,"Part time employment, total (% of total employment)"
1245,SL.TLF.TOTL.FE.ZS,"Labor force, female (% of total labor force)"
1246,SL.TLF.TOTL.IN,"Labor force, total"
1247,SL.UEM.1524.FE.NE.ZS,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)"
1248,SL.UEM.1524.FE.ZS,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)"
1249,SL.UEM.1524.MA.NE.ZS,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)"
1250,SL.UEM.1524.MA.ZS,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)"
1251,SL.UEM.1524.NE.ZS,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)"
1252,SL.UEM.1524.ZS,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)"
1253,SL.UEM.ADVN.FE.ZS,"Unemployment with advanced education, female (% of female labor force with advanced education)"
1254,SL.UEM.ADVN.MA.ZS,"Unemployment with advanced education, male (% of male labor force with advanced education)"
1255,SL.UEM.ADVN.ZS,Unemployment with advanced education (% of total labor force with advanced education)
1256,SL.UEM.BASC.FE.ZS,"Unemployment with basic education, female (% of female labor force with basic education)"
1257,SL.UEM.BASC.MA.ZS,"Unemployment with basic education, male (% of male labor force with basic education)"
1258,SL.UEM.BASC.ZS,Unemployment with basic education (% of total labor force with basic education)
1259,SL.UEM.INTM.FE.ZS,"Unemployment with intermediate education, female (% of female labor force with intermediate education)"
1260,SL.UEM.INTM.MA.ZS,"Unemployment with intermediate education, male (% of male labor force with intermediate education)"
1261,SL.UEM.INTM.ZS,Unemployment with intermediate education (% of total labor force with intermediate education)
1262,SL.UEM.NEET.FE.ME.ZS,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)"
1263,SL.UEM.NEET.FE.ZS,"Share of youth not in education, employment or training, female (% of female youth population)"
1264,SL.UEM.NEET.MA.ME.ZS,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)"
1265,SL.UEM.NEET.MA.ZS,"Share of youth not in education, employment or training, male (% of male youth population)"
1266,SL.UEM.NEET.ME.ZS,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)"
1267,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
1268,SL.UEM.TOTL.FE.NE.ZS,"Unemployment, female (% of female labor force) (national estimate)"
1269,SL.UEM.TOTL.FE.ZS,"Unemployment, female (% of female labor force) (modeled ILO estimate)"
1270,SL.UEM.TOTL.MA.NE.ZS,"Unemployment, male (% of male labor force) (national estimate)"
1271,SL.UEM.TOTL.MA.ZS,"Unemployment, male (% of male labor force) (modeled ILO estimate)"
1272,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)"
1273,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)"
1274,SL.WAG.0714.FE.ZS,"Children in employment, wage workers, female (% of female children in employment, ages 7-14)"
1275,SL.WAG.0714.MA.ZS,"Children in employment, wage workers, male (% of male children in employment, ages 7-14)"
1276,SL.WAG.0714.ZS,"Children in employment, wage workers (% of children in employment, ages 7-14)"
1277,SM.POP.ASYS.EA,Asylum-seekers by country or territory of asylum
1278,SM.POP.ASYS.EO,Asylum-seekers by country or territory of origin
1279,SM.POP.FDIP,Forcibly displaced people
1280,SM.POP.IDPC,Internally displaced people (IDP) by country or territory of asylum / origin
1281,SM.POP.NETM,Net migration
1282,SM.POP.OPIP.EA,Other people in need of international protection by country or territory of asylum
1283,SM.POP.OPIP.EO,Other people in need of international protection by country or territory of origin
1284,SM.POP.RHCR.EA,Refugees under the mandate of the UNHCR by country or territory of asylum
1285,SM.POP.RHCR.EO,Refugees under the mandate of the UNHCR by country or territory of origin
1286,SM.POP.RRWA.EA,Refugees under the mandate of the UNRWA by country or territory of asylum
1287,SM.POP.RRWA.EO,Refugees under the mandate of the UNRWA by country or territory of origin
1288,SM.POP.TOTL,"International migrant stock, total"
1289,SM.POP.TOTL.ZS,International migrant stock (% of population)
1290,SN.ITK.DEFC.ZS,Prevalence of undernourishment (% of population)
1291,SN.ITK.MSFI.ZS,Prevalence of moderate or severe food insecurity in the population (%)
1292,SN.ITK.SALT.ZS,Consumption of iodized salt (% of households)
1293,SN.ITK.SVFI.ZS,Prevalence of severe food insecurity in the population (%)
1294,SN.ITK.VITA.ZS,Vitamin A supplementation coverage rate (% of children ages 6-59 months)
1295,SP.ADO.TFRT,"Adolescent fertility rate (births per 1,000 women ages 15-19)"
1296,SP.DYN.AMRT.FE,"Mortality rate, adult, female (per 1,000 female adults)"
1297,SP.DYN.AMRT.MA,"Mortality rate, adult, male (per 1,000 male adults)"
1298,SP.DYN.CBRT.IN,"Birth rate, crude (per 1,000 people)"
1299,SP.DYN.CDRT.IN,"Death rate, crude (per 1,000 people)"
1300,SP.DYN.CONM.ZS,"Contraceptive prevalence, any modern method (% of married women ages 15-49)"
1301,SP.DYN.CONU.ZS,"Contraceptive prevalence, any method (% of married women ages 15-49)"
1302,SP.DYN.IMRT.FE.IN,"Mortality rate, infant, female (per 1,000 live births)"
1303,SP.DYN.IMRT.IN,"Mortality rate, infant (per 1,000 live births)"
1304,SP.DYN.IMRT.MA.IN,"Mortality rate, infant, male (per 1,000 live births)"
1305,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)"
1306,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)"
1307,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)"
1308,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)"
1309,SP.DYN.TO65.FE.ZS,"Survival to age 65, female (% of cohort)"
1310,SP.DYN.TO65.MA.ZS,"Survival to age 65, male (% of cohort)"
1311,SP.DYN.WFRT,Wanted fertility rate (births per woman)
1312,SP.HOU.FEMA.ZS,Female headed households (% of households with a female head)
1313,SP.M15.2024.FE.ZS,Women who were first married by age 15 (% of women ages 20-24)
1314,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24)
1315,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant)
1316,SP.POP.0004.FE.5Y,"Population ages 00-04, female (% of female population)"
1317,SP.POP.0004.MA.5Y,"Population ages 00-04, male (% of male population)"
1318,SP.POP.0014.FE.IN,"Population ages 0-14, female"
1319,SP.POP.0014.FE.ZS,"Population ages 0-14, female (% of female population)"
1320,SP.POP.0014.MA.IN,"Population ages 0-14, male"
1321,SP.POP.0014.MA.ZS,"Population ages 0-14, male (% of male population)"
1322,SP.POP.0014.TO,"Population ages 0-14, total"
1323,SP.POP.0014.TO.ZS,Population ages 0-14 (% of total population)
1324,SP.POP.0509.FE.5Y,"Population ages 05-09, female (% of female population)"
1325,SP.POP.0509.MA.5Y,"Population ages 05-09, male (% of male population)"
1326,SP.POP.1014.FE.5Y,"Population ages 10-14, female (% of female population)"
1327,SP.POP.1014.MA.5Y,"Population ages 10-14, male (% of male population)"
1328,SP.POP.1519.FE.5Y,"Population ages 15-19, female (% of female population)"
1329,SP.POP.1519.MA.5Y,"Population ages 15-19, male (% of male population)"
1330,SP.POP.1564.FE.IN,"Population ages 15-64, female"
1331,SP.POP.1564.FE.ZS,"Population ages 15-64, female (% of female population)"
1332,SP.POP.1564.MA.IN,"Population ages 15-64, male"
1333,SP.POP.1564.MA.ZS,"Population ages 15-64, male (% of male population)"
1334,SP.POP.1564.TO,"Population ages 15-64, total"
